province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,8 PERSONS,1,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,9 PERSONS,1,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,10 PERSONS AND ABOVE,1,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,1 PERSON,2,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,2 PERSONS,2,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,3 PERSONS,2,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,4 PERSONS,2,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,5 PERSONS,2,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,6 PERSONS,2,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,7 PERSONS,2,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,8 PERSONS,2,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,9 PERSONS,2,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,10 PERSONS AND ABOVE,2,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,1 PERSON,3,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,2 PERSONS,3,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,3 PERSONS,3,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,4 PERSONS,3,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,5 PERSONS,3,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,6 PERSONS,3,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,7 PERSONS,3,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,8 PERSONS,3,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,9 PERSONS,3,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,10 PERSONS AND ABOVE,3,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,1 PERSON,4,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,2 PERSONS,4,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,3 PERSONS,4,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,4 PERSONS,4,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,5 PERSONS,4,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,6 PERSONS,4,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,7 PERSONS,4,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,8 PERSONS,4,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,9 PERSONS,4,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,10 PERSONS AND ABOVE,4,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,1 PERSON,5,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,2 PERSONS,5,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,3 PERSONS,5,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,4 PERSONS,5,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,5 PERSONS,5,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,6 PERSONS,5,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,7 PERSONS,5,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,8 PERSONS,5,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,9 PERSONS,5,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,10 PERSONS AND ABOVE,5,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,1 PERSON,6,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,2 PERSONS,6,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,3 PERSONS,6,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,4 PERSONS,6,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,5 PERSONS,6,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,6 PERSONS,6,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,7 PERSONS,6,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,8 PERSONS,6,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,9 PERSONS,6,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,10 PERSONS AND ABOVE,6,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,1 PERSON,7,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,2 PERSONS,7,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,3 PERSONS,7,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,4 PERSONS,7,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,5 PERSONS,7,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,6 PERSONS,7,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,7 PERSONS,7,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,8 PERSONS,7,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,9 PERSONS,7,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,10 PERSONS AND ABOVE,7,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,1 PERSON,8,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,2 PERSONS,8,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,3 PERSONS,8,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,4 PERSONS,8,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,5 PERSONS,8,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,6 PERSONS,8,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,7 PERSONS,8,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,8 PERSONS,8,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,9 PERSONS,8,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,10 PERSONS AND ABOVE,8,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,1 PERSON,9 AND MORE,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,2 PERSONS,9 AND MORE,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,3 PERSONS,9 AND MORE,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,4 PERSONS,9 AND MORE,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,5 PERSONS,9 AND MORE,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,6 PERSONS,9 AND MORE,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,7 PERSONS,9 AND MORE,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,8 PERSONS,9 AND MORE,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,9 PERSONS,9 AND MORE,0,0,0,0,0,0,0
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,URBAN,10 PERSONS AND ABOVE,9 AND MORE,0,0,0,0,0,0,0
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,1 PERSON,1,5441,3.58,1.11,131114,86.27,4,5162
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,2 PERSONS,1,22205,14.61,1.12,131114,86.27,4,20808
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,3 PERSONS,1,21422,14.1,1.15,131114,86.27,4,19543
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,4 PERSONS,1,22574,14.85,1.18,131114,86.27,4,20069
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,5 PERSONS,1,20750,13.65,1.21,131114,86.27,4,17963
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,6 PERSONS,1,18177,11.96,1.22,131114,86.27,4,15506
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,7 PERSONS,1,14438,9.5,1.26,131114,86.27,4,12001
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,8 PERSONS,1,10592,6.97,1.3,131114,86.27,4,8495
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,9 PERSONS,1,7148,4.7,1.35,131114,86.27,4,5477
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,9226,6.07,1.56,131114,86.27,4,6090
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,1 PERSON,2,5441,3.58,1.11,15193,10,85,169
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,2 PERSONS,2,22205,14.61,1.12,15193,10,85,958
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,3 PERSONS,2,21422,14.1,1.15,15193,10,85,1390
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,4 PERSONS,2,22574,14.85,1.18,15193,10,85,1899
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,5 PERSONS,2,20750,13.65,1.21,15193,10,85,2097
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,6 PERSONS,2,18177,11.96,1.22,15193,10,85,2006
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,7 PERSONS,2,14438,9.5,1.26,15193,10,85,1828
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,8 PERSONS,2,10592,6.97,1.3,15193,10,85,1539
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,9 PERSONS,2,7148,4.7,1.35,15193,10,85,1252
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,9226,6.07,1.56,15193,10,85,2055
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,1 PERSON,3,5441,3.58,1.11,3067,2.02,6,43
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,2 PERSONS,3,22205,14.61,1.12,3067,2.02,6,163
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,3 PERSONS,3,21422,14.1,1.15,3067,2.02,6,236
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,4 PERSONS,3,22574,14.85,1.18,3067,2.02,6,301
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,5 PERSONS,3,20750,13.65,1.21,3067,2.02,6,374
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,6 PERSONS,3,18177,11.96,1.22,3067,2.02,6,387
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,7 PERSONS,3,14438,9.5,1.26,3067,2.02,6,350
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,8 PERSONS,3,10592,6.97,1.3,3067,2.02,6,329
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,9 PERSONS,3,7148,4.7,1.35,3067,2.02,6,247
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,10 PERSONS AND ABOVE,3,9226,6.07,1.56,3067,2.02,6,637
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,1 PERSON,4,5441,3.58,1.11,1045,0.69,32,17
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,2 PERSONS,4,22205,14.61,1.12,1045,0.69,32,85
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,3 PERSONS,4,21422,14.1,1.15,1045,0.69,32,71
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,4 PERSONS,4,22574,14.85,1.18,1045,0.69,32,106
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,5 PERSONS,4,20750,13.65,1.21,1045,0.69,32,118
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,6 PERSONS,4,18177,11.96,1.22,1045,0.69,32,119
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,7 PERSONS,4,14438,9.5,1.26,1045,0.69,32,102
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,8 PERSONS,4,10592,6.97,1.3,1045,0.69,32,106
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,9 PERSONS,4,7148,4.7,1.35,1045,0.69,32,78
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,10 PERSONS AND ABOVE,4,9226,6.07,1.56,1045,0.69,32,243
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,1 PERSON,5,5441,3.58,1.11,441,0.29,7,12
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,2 PERSONS,5,22205,14.61,1.12,441,0.29,7,43
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,3 PERSONS,5,21422,14.1,1.15,441,0.29,7,40
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,4 PERSONS,5,22574,14.85,1.18,441,0.29,7,56
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,5 PERSONS,5,20750,13.65,1.21,441,0.29,7,54
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,6 PERSONS,5,18177,11.96,1.22,441,0.29,7,43
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,7 PERSONS,5,14438,9.5,1.26,441,0.29,7,44
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,8 PERSONS,5,10592,6.97,1.3,441,0.29,7,37
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,9 PERSONS,5,7148,4.7,1.35,441,0.29,7,32
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,10 PERSONS AND ABOVE,5,9226,6.07,1.56,441,0.29,7,80
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,1 PERSON,6,5441,3.58,1.11,135,0.09,7,3
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,2 PERSONS,6,22205,14.61,1.12,135,0.09,7,20
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,3 PERSONS,6,21422,14.1,1.15,135,0.09,7,12
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,4 PERSONS,6,22574,14.85,1.18,135,0.09,7,18
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,5 PERSONS,6,20750,13.65,1.21,135,0.09,7,9
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,6 PERSONS,6,18177,11.96,1.22,135,0.09,7,15
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,7 PERSONS,6,14438,9.5,1.26,135,0.09,7,14
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,8 PERSONS,6,10592,6.97,1.3,135,0.09,7,10
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,9 PERSONS,6,7148,4.7,1.35,135,0.09,7,5
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,10 PERSONS AND ABOVE,6,9226,6.07,1.56,135,0.09,7,29
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,1 PERSON,7,5441,3.58,1.11,701,0.46,7,25
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,2 PERSONS,7,22205,14.61,1.12,701,0.46,7,88
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,3 PERSONS,7,21422,14.1,1.15,701,0.46,7,105
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,4 PERSONS,7,22574,14.85,1.18,701,0.46,7,86
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,5 PERSONS,7,20750,13.65,1.21,701,0.46,7,95
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,6 PERSONS,7,18177,11.96,1.22,701,0.46,7,65
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,7 PERSONS,7,14438,9.5,1.26,701,0.46,7,76
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,8 PERSONS,7,10592,6.97,1.3,701,0.46,7,54
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,9 PERSONS,7,7148,4.7,1.35,701,0.46,7,43
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,10 PERSONS AND ABOVE,7,9226,6.07,1.56,701,0.46,7,64
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,1 PERSON,8,5441,3.58,1.11,49,0.03,17,2
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,2 PERSONS,8,22205,14.61,1.12,49,0.03,17,8
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,3 PERSONS,8,21422,14.1,1.15,49,0.03,17,4
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,4 PERSONS,8,22574,14.85,1.18,49,0.03,17,6
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,5 PERSONS,8,20750,13.65,1.21,49,0.03,17,7
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,6 PERSONS,8,18177,11.96,1.22,49,0.03,17,5
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,7 PERSONS,8,14438,9.5,1.26,49,0.03,17,5
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,8 PERSONS,8,10592,6.97,1.3,49,0.03,17,5
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,9 PERSONS,8,7148,4.7,1.35,49,0.03,17,0
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,10 PERSONS AND ABOVE,8,9226,6.07,1.56,49,0.03,17,7
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,1 PERSON,9 AND MORE,5441,3.58,1.11,228,0.15,6,8
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,2 PERSONS,9 AND MORE,22205,14.61,1.12,228,0.15,6,32
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,3 PERSONS,9 AND MORE,21422,14.1,1.15,228,0.15,6,21
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,4 PERSONS,9 AND MORE,22574,14.85,1.18,228,0.15,6,33
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,5 PERSONS,9 AND MORE,20750,13.65,1.21,228,0.15,6,33
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,6 PERSONS,9 AND MORE,18177,11.96,1.22,228,0.15,6,31
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,7 PERSONS,9 AND MORE,14438,9.5,1.26,228,0.15,6,18
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,8 PERSONS,9 AND MORE,10592,6.97,1.3,228,0.15,6,17
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,9 PERSONS,9 AND MORE,7148,4.7,1.35,228,0.15,6,14
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,10 PERSONS AND ABOVE,9 AND MORE,9226,6.07,1.56,228,0.15,6,21
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,1 PERSON,1,4978,3.68,1.09,120676,89.12,4.87,4791
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,2 PERSONS,1,20115,14.86,1.09,120676,89.12,4.87,19192
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,3 PERSONS,1,19115,14.12,1.11,120676,89.12,4.87,17867
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,4 PERSONS,1,19877,14.68,1.13,120676,89.12,4.87,18270
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,5 PERSONS,1,18209,13.45,1.16,120676,89.12,4.87,16390
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,6 PERSONS,1,16037,11.84,1.17,120676,89.12,4.87,14240
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,7 PERSONS,1,12896,9.52,1.21,120676,89.12,4.87,11134
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,8 PERSONS,1,9496,7.01,1.25,120676,89.12,4.87,7948
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,9 PERSONS,1,6442,4.76,1.3,120676,89.12,4.87,5134
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,10 PERSONS AND ABOVE,1,8240,6.09,1.48,120676,89.12,4.87,5710
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,1 PERSON,2,4978,3.68,1.09,11043,8.16,6.57,110
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,2 PERSONS,2,20115,14.86,1.09,11043,8.16,6.57,629
